segment,country,product,discount_band,units_sold,manufacturing_price,sale_price,gross_sales,discounts,sales,cogs,profit,date,month_number,month_name,year,net_income,total_assets,equity,liabilities,current_assets,current_liabilities,roa,roe,marge_nette,endettement,liquidite,rotation_actifs,Cluster
Government,Canada,Amarilla,medium,1118.0,260.0,20.0,22360.0,1565.2,20794.8,11180.0,9614.8,,11, November ,2014,9614.8,207948.0,41589.600000000006,166358.40000000002,103974.0,62384.399999999994,0.046236559139784944,0.2311827956989247,0.46236559139784944,4.0,1.6666666666666667,0.09999999999999999,0
Small Business,United States of America,Amarilla,medium,1372.0,260.0,300.0,411600.0,28812.0,382788.0,343000.0,39788.0,,12, December ,2014,39788.0,3827880.0,765576.0,3062304.0,1913940.0,1148364.0,0.01039426523297491,0.05197132616487455,0.1039426523297491,4.0,1.6666666666666667,0.1,1
Government,Canada,Montana,medium,488.0,5.0,7.0,3416.0,273.28,3142.72,2440.0,702.72,,2, February ,2014,702.72,31427.199999999997,6285.44,25141.76,15713.599999999999,9428.159999999998,0.02236024844720497,0.11180124223602486,0.22360248447204972,4.0,1.666666666666667,0.1,1
Government,United States of America,Montana,medium,1282.0,5.0,20.0,25640.0,2051.2,23588.8,12820.0,10768.8,,6, June ,2014,10768.8,235888.0,47177.600000000006,188710.40000000002,117944.0,70766.4,0.04565217391304348,0.22826086956521735,0.45652173913043476,4.0,1.6666666666666667,0.09999999999999999,0
Government,Canada,Paseo,medium,257.0,10.0,7.0,1799.0,143.92,1655.08,1285.0,370.08,,5, May ,2014,370.08,16550.8,3310.16,13240.64,8275.4,4965.24,0.02236024844720497,0.11180124223602485,0.2236024844720497,4.0,1.6666666666666667,0.1,1
Government,United States of America,Amarilla,medium,1282.0,260.0,20.0,25640.0,2051.2,23588.8,12820.0,10768.8,,6, June ,2014,10768.8,235888.0,47177.600000000006,188710.40000000002,117944.0,70766.4,0.04565217391304348,0.22826086956521735,0.45652173913043476,4.0,1.6666666666666667,0.09999999999999999,0
Enterprise,Mexico,Carretera,medium,1540.0,3.0,125.0,192500.0,15400.0,177100.0,184800.0,11106.1,,8, August ,2014,11106.1,1771000.0,354200.0,1416800.0,885500.0,531300.0,0.006271089779785432,0.03135544889892716,0.06271089779785433,4.0,1.6666666666666667,0.1,1
Midmarket,France,Carretera,medium,490.0,3.0,15.0,7350.0,588.0,6762.0,4900.0,1862.0,,11, November ,2014,1862.0,67620.0,13524.0,54096.0,33810.0,20286.0,0.02753623188405797,0.13768115942028986,0.2753623188405797,4.0,1.6666666666666667,0.1,1
Government,Mexico,Carretera,medium,1362.0,3.0,350.0,476700.0,38136.0,438564.0,354120.0,84444.0,,12, December ,2014,84444.0,4385640.0,877128.0,3508512.0,2192820.0,1315692.0,0.019254658385093167,0.09627329192546584,0.19254658385093168,4.0,1.6666666666666667,0.1,1
Midmarket,France,Montana,medium,2501.0,5.0,15.0,37515.0,3001.2,34513.8,25010.0,9503.8,,3, March ,2014,9503.8,345138.0,69027.6,276110.4,172569.0,103541.4,0.02753623188405797,0.13768115942028983,0.27536231884057966,4.0,1.6666666666666667,0.1,1
Government,Canada,Montana,medium,708.0,5.0,20.0,14160.0,1132.8,13027.2,7080.0,5947.2,,6, June ,2014,5947.2,130272.0,26054.4,104217.6,65136.0,39081.6,0.04565217391304348,0.22826086956521738,0.45652173913043476,4.0,1.6666666666666667,0.1,0
Government,Germany,Montana,medium,645.0,5.0,20.0,12900.0,1032.0,11868.0,6450.0,5418.0,,7, July ,2014,5418.0,118680.0,23736.0,94944.0,59340.0,35604.0,0.04565217391304348,0.22826086956521738,0.45652173913043476,4.0,1.6666666666666667,0.1,0
Small Business,France,Montana,medium,1562.0,5.0,300.0,468600.0,37488.0,431112.0,390500.0,40612.0,,8, August ,2014,40612.0,4311120.0,862224.0,3448896.0,2155560.0,1293336.0,0.009420289855072464,0.04710144927536232,0.09420289855072464,4.0,1.6666666666666667,0.1,1
Small Business,Canada,Montana,medium,1283.0,5.0,300.0,384900.0,30792.0,354108.0,320750.0,33358.0,,9, September ,2013,33358.0,3541080.0,708216.0,2832864.0,1770540.0,1062324.0,0.009420289855072464,0.04710144927536232,0.09420289855072464,4.0,1.6666666666666667,0.1,1
Midmarket,Germany,Montana,medium,711.0,5.0,15.0,10665.0,853.2,9811.8,7110.0,2701.8,,12, December ,2014,2701.8,98118.0,19623.600000000002,78494.40000000001,49059.0,29435.399999999998,0.027536231884057974,0.13768115942028986,0.27536231884057977,4.0,1.6666666666666667,0.09999999999999999,1
Enterprise,Mexico,Paseo,medium,1114.0,10.0,125.0,139250.0,11140.0,128110.0,133680.0,11106.1,,3, March ,2014,11106.1,1281100.0,256220.0,1024880.0,640550.0,384330.0,0.008669190539380221,0.0433459526969011,0.0866919053938022,4.0,1.6666666666666667,0.1,1
Government,Germany,Paseo,medium,1259.0,10.0,7.0,8813.0,705.04,8107.96,6295.0,1812.96,,4, April ,2014,1812.96,81079.6,16215.920000000002,64863.68000000001,40539.8,24323.88,0.022360248447204967,0.11180124223602483,0.2236024844720497,4.0,1.6666666666666667,0.09999999999999999,1
Government,Germany,Paseo,medium,1095.0,10.0,7.0,7665.0,613.2,7051.8,5475.0,1576.8,,5, May ,2014,1576.8,70518.0,14103.6,56414.4,35259.0,21155.399999999998,0.022360248447204967,0.11180124223602483,0.22360248447204967,4.0,1.6666666666666667,0.1,1
Government,Germany,Paseo,medium,1366.0,10.0,20.0,27320.0,2185.6,25134.4,13660.0,11474.4,,6, June ,2014,11474.4,251344.0,50268.8,201075.2,125672.0,75403.2,0.04565217391304348,0.22826086956521738,0.45652173913043476,4.0,1.6666666666666667,0.1,0
Small Business,Mexico,Paseo,medium,2460.0,10.0,300.0,738000.0,59040.0,678960.0,615000.0,63960.0,,6, June ,2014,63960.0,6789600.0,1357920.0,5431680.0,3394800.0,2036880.0,0.009420289855072464,0.04710144927536232,0.09420289855072464,4.0,1.6666666666666667,0.1,1
Government,United States of America,Paseo,medium,678.0,10.0,7.0,4746.0,379.68,4366.32,3390.0,976.32,,8, August ,2014,976.32,43663.2,8732.64,34930.56,21831.6,13098.96,0.02236024844720497,0.11180124223602486,0.22360248447204972,4.0,1.6666666666666667,0.1,1
Government,Germany,Paseo,medium,1598.0,10.0,7.0,11186.0,894.88,10291.12,7990.0,2301.12,,8, August ,2014,2301.12,102911.20000000001,20582.240000000005,82328.96000000002,51455.600000000006,30873.36,0.022360248447204967,0.1118012422360248,0.22360248447204967,4.0,1.6666666666666667,0.09999999999999999,1
Government,Germany,Paseo,medium,2409.0,10.0,7.0,16863.0,1349.04,15513.96,12045.0,3468.96,,9, September ,2013,3468.96,155139.59999999998,31027.92,124111.68,77569.79999999999,46541.87999999999,0.022360248447204974,0.11180124223602485,0.2236024844720497,4.0,1.6666666666666667,0.1,1
Government,Germany,Paseo,medium,1934.0,10.0,20.0,38680.0,3094.4,35585.6,19340.0,16245.6,,9, September ,2014,16245.6,355856.0,71171.2,284684.8,177928.0,106756.8,0.04565217391304348,0.2282608695652174,0.4565217391304348,4.0,1.6666666666666665,0.09999999999999999,0
Government,Mexico,Paseo,medium,2993.0,10.0,20.0,59860.0,4788.8,55071.2,29930.0,25141.2,,9, September ,2014,25141.2,550712.0,110142.40000000001,440569.60000000003,275356.0,165213.6,0.04565217391304348,0.22826086956521738,0.4565217391304348,4.0,1.6666666666666665,0.09999999999999999,0
Government,Germany,Paseo,medium,2146.0,10.0,350.0,751100.0,60088.0,691012.0,557960.0,133052.0,,11, November ,2013,133052.0,6910120.0,1382024.0,5528096.0,3455060.0,2073036.0,0.019254658385093167,0.09627329192546584,0.19254658385093168,4.0,1.6666666666666667,0.1,1
Government,Mexico,Paseo,medium,1946.0,10.0,7.0,13622.0,1089.76,12532.24,9730.0,2802.24,,12, December ,2013,2802.24,125322.4,25064.48,100257.92,62661.2,37596.719999999994,0.022360248447204967,0.11180124223602483,0.22360248447204967,4.0,1.666666666666667,0.1,1
Government,Mexico,Paseo,medium,1362.0,10.0,350.0,476700.0,38136.0,438564.0,354120.0,84444.0,,12, December ,2014,84444.0,4385640.0,877128.0,3508512.0,2192820.0,1315692.0,0.019254658385093167,0.09627329192546584,0.19254658385093168,4.0,1.6666666666666667,0.1,1
Channel Partners,Canada,Velo,medium,598.0,120.0,12.0,7176.0,574.08,6601.92,1794.0,4807.92,,3, March ,2014,4807.92,66019.2,13203.84,52815.36,33009.6,19805.76,0.07282608695652175,0.3641304347826087,0.7282608695652174,4.0,1.6666666666666667,0.1,0
Government,United States of America,Velo,medium,2907.0,120.0,7.0,20349.0,1627.92,18721.08,14535.0,4186.08,,6, June ,2014,4186.08,187210.80000000002,37442.16,149768.64,93605.40000000001,56163.240000000005,0.022360248447204967,0.11180124223602483,0.22360248447204967,4.0,1.6666666666666667,0.1,1
Government,Germany,Velo,medium,2338.0,120.0,7.0,16366.0,1309.28,15056.72,11690.0,3366.72,,6, June ,2014,3366.72,150567.19999999998,30113.44,120453.76,75283.59999999999,45170.159999999996,0.02236024844720497,0.11180124223602485,0.2236024844720497,4.0,1.6666666666666665,0.1,1
Small Business,France,Velo,medium,386.0,120.0,300.0,115800.0,9264.0,106536.0,96500.0,10036.0,,11, November ,2013,10036.0,1065360.0,213072.0,852288.0,532680.0,319608.0,0.009420289855072464,0.04710144927536232,0.09420289855072464,4.0,1.6666666666666667,0.1,1
Small Business,Mexico,Velo,medium,635.0,120.0,300.0,190500.0,15240.0,175260.0,158750.0,16510.0,,12, December ,2014,16510.0,1752600.0,350520.0,1402080.0,876300.0,525780.0,0.009420289855072464,0.04710144927536232,0.09420289855072464,4.0,1.6666666666666667,0.1,1
Government,France,VTT,medium,574.5,250.0,350.0,201075.0,16086.0,184989.0,149370.0,35619.0,,4, April ,2014,35619.0,1849890.0,369978.0,1479912.0,924945.0,554967.0,0.019254658385093167,0.09627329192546584,0.19254658385093168,4.0,1.6666666666666667,0.1,1
Government,Germany,VTT,medium,2338.0,250.0,7.0,16366.0,1309.28,15056.72,11690.0,3366.72,,6, June ,2014,3366.72,150567.19999999998,30113.44,120453.76,75283.59999999999,45170.159999999996,0.02236024844720497,0.11180124223602485,0.2236024844720497,4.0,1.6666666666666665,0.1,1
Government,France,VTT,medium,381.0,250.0,350.0,133350.0,10668.0,122682.0,99060.0,23622.0,,8, August ,2014,23622.0,1226820.0,245364.0,981456.0,613410.0,368046.0,0.019254658385093167,0.09627329192546584,0.19254658385093168,4.0,1.6666666666666667,0.1,1
Government,Germany,VTT,medium,422.0,250.0,350.0,147700.0,11816.0,135884.0,109720.0,26164.0,,8, August ,2014,26164.0,1358840.0,271768.0,1087072.0,679420.0,407652.0,0.019254658385093167,0.09627329192546584,0.19254658385093168,4.0,1.6666666666666667,0.1,1
Small Business,Canada,VTT,medium,2134.0,250.0,300.0,640200.0,51216.0,588984.0,533500.0,55484.0,,9, September ,2014,55484.0,5889840.0,1177968.0,4711872.0,2944920.0,1766952.0,0.009420289855072464,0.04710144927536232,0.09420289855072464,4.0,1.6666666666666667,0.1,1
Small Business,United States of America,VTT,medium,808.0,250.0,300.0,242400.0,19392.0,223008.0,202000.0,21008.0,,12, December ,2013,21008.0,2230080.0,446016.0,1784064.0,1115040.0,669024.0,0.009420289855072464,0.04710144927536232,0.09420289855072464,4.0,1.6666666666666667,0.1,1
Government,Canada,Amarilla,medium,708.0,260.0,20.0,14160.0,1132.8,13027.2,7080.0,5947.2,,6, June ,2014,5947.2,130272.0,26054.4,104217.6,65136.0,39081.6,0.04565217391304348,0.22826086956521738,0.45652173913043476,4.0,1.6666666666666667,0.1,0
Government,United States of America,Amarilla,medium,2907.0,260.0,7.0,20349.0,1627.92,18721.08,14535.0,4186.08,,6, June ,2014,4186.08,187210.80000000002,37442.16,149768.64,93605.40000000001,56163.240000000005,0.022360248447204967,0.11180124223602483,0.22360248447204967,4.0,1.6666666666666667,0.1,1
Government,Germany,Amarilla,medium,1366.0,260.0,20.0,27320.0,2185.6,25134.4,13660.0,11474.4,,6, June ,2014,11474.4,251344.0,50268.8,201075.2,125672.0,75403.2,0.04565217391304348,0.22826086956521738,0.45652173913043476,4.0,1.6666666666666667,0.1,0
Small Business,Mexico,Amarilla,medium,2460.0,260.0,300.0,738000.0,59040.0,678960.0,615000.0,63960.0,,6, June ,2014,63960.0,6789600.0,1357920.0,5431680.0,3394800.0,2036880.0,0.009420289855072464,0.04710144927536232,0.09420289855072464,4.0,1.6666666666666667,0.1,1
Government,Germany,Amarilla,medium,1520.0,260.0,20.0,30400.0,2432.0,27968.0,15200.0,12768.0,,11, November ,2014,12768.0,279680.0,55936.0,223744.0,139840.0,83904.0,0.04565217391304348,0.22826086956521738,0.45652173913043476,4.0,1.6666666666666667,0.1,0
Midmarket,Germany,Amarilla,medium,711.0,260.0,15.0,10665.0,853.2,9811.8,7110.0,2701.8,,12, December ,2014,2701.8,98118.0,19623.600000000002,78494.40000000001,49059.0,29435.399999999998,0.027536231884057974,0.13768115942028986,0.27536231884057977,4.0,1.6666666666666667,0.09999999999999999,1
Channel Partners,Mexico,Amarilla,medium,1375.0,260.0,12.0,16500.0,1320.0,15180.0,4125.0,11055.0,,12, December ,2013,11055.0,151800.0,30360.0,121440.0,75900.0,45540.0,0.07282608695652174,0.3641304347826087,0.7282608695652174,4.0,1.6666666666666667,0.1,0
Small Business,Mexico,Amarilla,medium,635.0,260.0,300.0,190500.0,15240.0,175260.0,158750.0,16510.0,,12, December ,2014,16510.0,1752600.0,350520.0,1402080.0,876300.0,525780.0,0.009420289855072464,0.04710144927536232,0.09420289855072464,4.0,1.6666666666666667,0.1,1
Government,United States of America,VTT,medium,436.5,250.0,20.0,8730.0,698.4,8031.6,4365.0,3666.6,,7, July ,2014,3666.6,80316.0,16063.2,64252.8,40158.0,24094.8,0.04565217391304348,0.22826086956521738,0.45652173913043476,4.0,1.6666666666666667,0.1,0
Small Business,Canada,Carretera,medium,1094.0,3.0,300.0,328200.0,29538.0,298662.0,273500.0,25162.0,,6, June ,2014,25162.0,2986620.0,597324.0,2389296.0,1493310.0,895986.0,0.008424908424908424,0.04212454212454213,0.08424908424908426,4.0,1.6666666666666667,0.1,1
Channel Partners,Mexico,Carretera,medium,367.0,3.0,12.0,4404.0,396.36,4007.64,1101.0,2906.64,,10, October ,2013,2906.64,40076.4,8015.280000000001,32061.120000000003,20038.2,12022.92,0.07252747252747252,0.36263736263736257,0.7252747252747253,4.0,1.6666666666666667,0.09999999999999999,0
Small Business,Canada,Montana,medium,3802.5,5.0,300.0,1140750.0,102667.5,1038082.5,950625.0,87457.5,,4, April ,2014,87457.5,10380825.0,2076165.0,8304660.0,5190412.5,3114247.5,0.008424908424908424,0.04212454212454213,0.08424908424908426,4.0,1.6666666666666667,0.1,1
Government,France,Montana,medium,1666.0,5.0,350.0,583100.0,52479.0,530621.0,433160.0,97461.0,,5, May ,2014,97461.0,5306210.0,1061242.0,4244968.0,2653105.0,1591863.0,0.018367346938775512,0.09183673469387756,0.1836734693877551,4.0,1.6666666666666667,0.1,1
Small Business,France,Montana,medium,322.0,5.0,300.0,96600.0,8694.0,87906.0,80500.0,7406.0,,9, September ,2013,7406.0,879060.0,175812.0,703248.0,439530.0,263718.0,0.008424908424908424,0.04212454212454213,0.08424908424908426,4.0,1.6666666666666667,0.1,1
Channel Partners,Canada,Montana,medium,2321.0,5.0,12.0,27852.0,2506.68,25345.32,6963.0,18382.32,,11, November ,2014,18382.32,253453.2,50690.64000000001,202762.56000000003,126726.6,76035.96,0.07252747252747252,0.36263736263736257,0.7252747252747253,4.0,1.6666666666666665,0.09999999999999999,0
Enterprise,France,Montana,medium,1857.0,5.0,125.0,232125.0,20891.25,211233.75,222840.0,11106.1,,11, November ,2013,11106.1,2112337.5,422467.5,1689870.0,1056168.75,633701.25,0.005257729884547332,0.026288649422736662,0.052577298845473325,4.0,1.6666666666666667,0.1,1
Government,Canada,Montana,medium,1611.0,5.0,7.0,11277.0,1014.93,10262.07,8055.0,2207.07,,12, December ,2013,2207.07,102620.7,20524.14,82096.56,51310.35,30786.21,0.021507064364207223,0.10753532182103612,0.21507064364207223,4.0,1.6666666666666667,0.1,1
Enterprise,United States of America,Montana,medium,2797.0,5.0,125.0,349625.0,31466.25,318158.75,335640.0,11106.1,,12, December ,2014,11106.1,3181587.5,636317.5,2545270.0,1590793.75,954476.25,0.0034907416501982107,0.017453708250991056,0.03490741650198211,4.0,1.6666666666666667,0.1,1
Small Business,Germany,Montana,medium,334.0,5.0,300.0,100200.0,9018.0,91182.0,83500.0,7682.0,,12, December ,2013,7682.0,911820.0,182364.0,729456.0,455910.0,273546.0,0.008424908424908424,0.04212454212454213,0.08424908424908426,4.0,1.6666666666666667,0.1,1
Small Business,Mexico,Paseo,medium,2565.0,10.0,300.0,769500.0,69255.0,700245.0,641250.0,58995.0,,1, January ,2014,58995.0,7002450.0,1400490.0,5601960.0,3501225.0,2100735.0,0.008424908424908424,0.04212454212454213,0.08424908424908426,4.0,1.6666666666666667,0.1,1
Government,Mexico,Paseo,medium,2417.0,10.0,350.0,845950.0,76135.5,769814.5,628420.0,141394.5,,1, January ,2014,141394.5,7698145.0,1539629.0,6158516.0,3849072.5,2309443.5,0.018367346938775512,0.09183673469387756,0.1836734693877551,4.0,1.6666666666666667,0.1,1
Midmarket,United States of America,Paseo,medium,3675.0,10.0,15.0,55125.0,4961.25,50163.75,36750.0,13413.75,,4, April ,2014,13413.75,501637.5,100327.5,401310.0,250818.75,150491.25,0.02673992673992674,0.1336996336996337,0.2673992673992674,4.0,1.6666666666666667,0.1,1
Small Business,Canada,Paseo,medium,1094.0,10.0,300.0,328200.0,29538.0,298662.0,273500.0,25162.0,,6, June ,2014,25162.0,2986620.0,597324.0,2389296.0,1493310.0,895986.0,0.008424908424908424,0.04212454212454213,0.08424908424908426,4.0,1.6666666666666667,0.1,1
Midmarket,France,Paseo,medium,1227.0,10.0,15.0,18405.0,1656.45,16748.55,12270.0,4478.55,,10, October ,2014,4478.55,167485.5,33497.1,133988.4,83742.75,50245.65,0.026739926739926742,0.13369963369963372,0.26739926739926745,4.0,1.6666666666666665,0.09999999999999999,1
Channel Partners,Mexico,Paseo,medium,367.0,10.0,12.0,4404.0,396.36,4007.64,1101.0,2906.64,,10, October ,2013,2906.64,40076.4,8015.280000000001,32061.120000000003,20038.2,12022.92,0.07252747252747252,0.36263736263736257,0.7252747252747253,4.0,1.6666666666666667,0.09999999999999999,0
Small Business,France,Paseo,medium,1324.0,10.0,300.0,397200.0,35748.0,361452.0,331000.0,30452.0,,11, November ,2014,30452.0,3614520.0,722904.0,2891616.0,1807260.0,1084356.0,0.008424908424908424,0.04212454212454213,0.08424908424908426,4.0,1.6666666666666667,0.1,1
Channel Partners,Germany,Paseo,medium,1775.0,10.0,12.0,21300.0,1917.0,19383.0,5325.0,14058.0,,11, November ,2013,14058.0,193830.0,38766.0,155064.0,96915.0,58149.0,0.07252747252747253,0.3626373626373626,0.7252747252747253,4.0,1.6666666666666667,0.1,0
Enterprise,United States of America,Paseo,medium,2797.0,10.0,125.0,349625.0,31466.25,318158.75,335640.0,11106.1,,12, December ,2014,11106.1,3181587.5,636317.5,2545270.0,1590793.75,954476.25,0.0034907416501982107,0.017453708250991056,0.03490741650198211,4.0,1.6666666666666667,0.1,1
Midmarket,Mexico,Velo,medium,245.0,120.0,15.0,3675.0,330.75,3344.25,2450.0,894.25,,5, May ,2014,894.25,33442.5,6688.5,26754.0,16721.25,10032.75,0.02673992673992674,0.1336996336996337,0.2673992673992674,4.0,1.6666666666666667,0.1,1
Small Business,Canada,Velo,medium,3793.5,120.0,300.0,1138050.0,102424.5,1035625.5,948375.0,87250.5,,7, July ,2014,87250.5,10356255.0,2071251.0,8285004.0,5178127.5,3106876.5,0.008424908424908424,0.04212454212454213,0.08424908424908426,4.0,1.6666666666666667,0.1,1
Government,Germany,Velo,medium,1307.0,120.0,350.0,457450.0,41170.5,416279.5,339820.0,76459.5,,7, July ,2014,76459.5,4162795.0,832559.0,3330236.0,2081397.5,1248838.5,0.018367346938775512,0.09183673469387756,0.1836734693877551,4.0,1.6666666666666667,0.1,1
Enterprise,Canada,Velo,medium,567.0,120.0,125.0,70875.0,6378.75,64496.25,68040.0,11106.1,,9, September ,2014,11106.1,644962.5,128992.5,515970.0,322481.25,193488.75,0.017219760838808457,0.0860988041940423,0.1721976083880846,4.0,1.6666666666666667,0.1,1
Enterprise,Mexico,Velo,medium,2110.0,120.0,125.0,263750.0,23737.5,240012.5,253200.0,11106.1,,9, September ,2014,11106.1,2400125.0,480025.0,1920100.0,1200062.5,720037.5,0.004627300661423884,0.023136503307119423,0.046273006614238846,4.0,1.6666666666666667,0.1,1
Government,Canada,Velo,medium,1269.0,120.0,350.0,444150.0,39973.5,404176.5,329940.0,74236.5,,10, October ,2014,74236.5,4041765.0,808353.0,3233412.0,2020882.5,1212529.5,0.018367346938775512,0.09183673469387756,0.1836734693877551,4.0,1.6666666666666667,0.1,1
Channel Partners,United States of America,VTT,medium,1956.0,250.0,12.0,23472.0,2112.48,21359.52,5868.0,15491.52,,1, January ,2014,15491.52,213595.2,42719.04000000001,170876.16000000003,106797.6,64078.56,0.07252747252747252,0.36263736263736257,0.7252747252747253,4.0,1.6666666666666667,0.09999999999999999,0
Small Business,Germany,VTT,medium,2659.0,250.0,300.0,797700.0,71793.0,725907.0,664750.0,61157.0,,2, February ,2014,61157.0,7259070.0,1451814.0,5807256.0,3629535.0,2177721.0,0.008424908424908424,0.04212454212454213,0.08424908424908426,4.0,1.6666666666666667,0.1,1
Government,United States of America,VTT,medium,1351.5,250.0,350.0,473025.0,42572.25,430452.75,351390.0,79062.75,,4, April ,2014,79062.75,4304527.5,860905.5,3443622.0,2152263.75,1291358.25,0.018367346938775512,0.09183673469387756,0.1836734693877551,4.0,1.6666666666666667,0.1,1
Channel Partners,Germany,VTT,medium,880.0,250.0,12.0,10560.0,950.4,9609.6,2640.0,6969.6,,5, May ,2014,6969.6,96096.0,19219.2,76876.8,48048.0,28828.8,0.07252747252747253,0.3626373626373626,0.7252747252747253,4.0,1.6666666666666667,0.1,0
Small Business,United States of America,VTT,medium,1867.0,250.0,300.0,560100.0,50409.0,509691.0,466750.0,42941.0,,9, September ,2014,42941.0,5096910.0,1019382.0,4077528.0,2548455.0,1529073.0,0.008424908424908424,0.04212454212454213,0.08424908424908426,4.0,1.6666666666666667,0.1,1
Channel Partners,France,VTT,medium,2234.0,250.0,12.0,26808.0,2412.72,24395.28,6702.0,17693.28,,9, September ,2013,17693.28,243952.8,48790.56,195162.24,121976.4,73185.84,0.07252747252747252,0.3626373626373626,0.7252747252747253,4.0,1.6666666666666667,0.1,0
Midmarket,France,VTT,medium,1227.0,250.0,15.0,18405.0,1656.45,16748.55,12270.0,4478.55,,10, October ,2014,4478.55,167485.5,33497.1,133988.4,83742.75,50245.65,0.026739926739926742,0.13369963369963372,0.26739926739926745,4.0,1.6666666666666665,0.09999999999999999,1
Enterprise,Mexico,VTT,medium,877.0,250.0,125.0,109625.0,9866.25,99758.75,105240.0,11106.1,,11, November ,2014,11106.1,997587.5,199517.5,798070.0,498793.75,299276.25,0.01113295826180661,0.05566479130903305,0.1113295826180661,4.0,1.6666666666666667,0.1,1
Government,United States of America,Amarilla,medium,2071.0,260.0,350.0,724850.0,65236.5,659613.5,538460.0,121153.5,,9, September ,2014,121153.5,6596135.0,1319227.0,5276908.0,3298067.5,1978840.5,0.018367346938775512,0.09183673469387756,0.1836734693877551,4.0,1.6666666666666667,0.1,1
Government,Canada,Amarilla,medium,1269.0,260.0,350.0,444150.0,39973.5,404176.5,329940.0,74236.5,,10, October ,2014,74236.5,4041765.0,808353.0,3233412.0,2020882.5,1212529.5,0.018367346938775512,0.09183673469387756,0.1836734693877551,4.0,1.6666666666666667,0.1,1
Midmarket,Germany,Amarilla,medium,970.0,260.0,15.0,14550.0,1309.5,13240.5,9700.0,3540.5,,11, November ,2013,3540.5,132405.0,26481.0,105924.0,66202.5,39721.5,0.02673992673992674,0.1336996336996337,0.2673992673992674,4.0,1.6666666666666667,0.1,1
Government,Mexico,Amarilla,medium,1694.0,260.0,20.0,33880.0,3049.2,30830.8,16940.0,13890.8,,11, November ,2014,13890.8,308308.0,61661.600000000006,246646.40000000002,154154.0,92492.4,0.045054945054945054,0.22527472527472525,0.45054945054945056,4.0,1.6666666666666667,0.09999999999999999,0
Government,Germany,Carretera,medium,663.0,3.0,20.0,13260.0,1193.4,12066.6,6630.0,5436.6,,5, May ,2014,5436.6,120666.0,24133.2,96532.8,60333.0,36199.799999999996,0.04505494505494506,0.22527472527472528,0.45054945054945056,4.0,1.666666666666667,0.1,0
Government,Canada,Carretera,medium,819.0,3.0,7.0,5733.0,515.97,5217.03,4095.0,1122.03,,7, July ,2014,1122.03,52170.299999999996,10434.06,41736.24,26085.149999999998,15651.089999999998,0.021507064364207223,0.1075353218210361,0.2150706436420722,4.0,1.6666666666666667,0.1,1
Channel Partners,Germany,Carretera,medium,1580.0,3.0,12.0,18960.0,1706.4,17253.6,4740.0,12513.6,,9, September ,2014,12513.6,172536.0,34507.200000000004,138028.80000000002,86268.0,51760.799999999996,0.07252747252747253,0.3626373626373626,0.7252747252747254,4.0,1.6666666666666667,0.09999999999999999,0
Government,Mexico,Carretera,medium,521.0,3.0,7.0,3647.0,328.23,3318.77,2605.0,713.77,,12, December ,2014,713.77,33187.7,6637.54,26550.16,16593.85,9956.31,0.021507064364207223,0.1075353218210361,0.2150706436420722,4.0,1.6666666666666665,0.1,1
Government,United States of America,Paseo,medium,973.0,10.0,20.0,19460.0,1751.4,17708.6,9730.0,7978.6,,3, March ,2014,7978.6,177086.0,35417.200000000004,141668.80000000002,88543.0,53125.799999999996,0.045054945054945054,0.22527472527472525,0.4505494505494506,4.0,1.6666666666666667,0.09999999999999999,0
Government,Mexico,Paseo,medium,1038.0,10.0,20.0,20760.0,1868.4,18891.6,10380.0,8511.6,,6, June ,2014,8511.6,188916.0,37783.200000000004,151132.80000000002,94458.0,56674.799999999996,0.045054945054945054,0.22527472527472525,0.4505494505494506,4.0,1.6666666666666667,0.09999999999999999,0
Government,Germany,Paseo,medium,360.0,10.0,7.0,2520.0,226.8,2293.2,1800.0,493.2,,10, October ,2014,493.2,22932.0,4586.400000000001,18345.600000000002,11466.0,6879.599999999999,0.02150706436420722,0.10753532182103609,0.21507064364207223,4.0,1.6666666666666667,0.09999999999999999,1
Channel Partners,France,Velo,medium,1967.0,120.0,12.0,23604.0,2124.36,21479.64,5901.0,15578.64,,3, March ,2014,15578.64,214796.4,42959.28,171837.12,107398.2,64438.92,0.07252747252747253,0.3626373626373626,0.7252747252747253,4.0,1.6666666666666667,0.1,0
Midmarket,Mexico,Velo,medium,2628.0,120.0,15.0,39420.0,3547.8,35872.2,26280.0,9592.2,,4, April ,2014,9592.2,358722.0,71744.40000000001,286977.60000000003,179361.0,107616.59999999999,0.026739926739926742,0.1336996336996337,0.26739926739926745,4.0,1.6666666666666667,0.09999999999999999,1
Government,Germany,VTT,medium,360.0,250.0,7.0,2520.0,226.8,2293.2,1800.0,493.2,,10, October ,2014,493.2,22932.0,4586.400000000001,18345.600000000002,11466.0,6879.599999999999,0.02150706436420722,0.10753532182103609,0.21507064364207223,4.0,1.6666666666666667,0.09999999999999999,1
Government,France,VTT,medium,2682.0,250.0,20.0,53640.0,4827.6,48812.4,26820.0,21992.4,,11, November ,2013,21992.4,488124.0,97624.8,390499.2,244062.0,146437.19999999998,0.045054945054945054,0.22527472527472528,0.45054945054945056,4.0,1.666666666666667,0.1,0
